14-DigitPINNumber,StreetNumber,Dir.,StreetName,Type,Sq.Ft.,Ward,CommunityArea,ZoningClassification,TIFDistrict,Location
16-23-226-019-0000,1551,S,HOMAN,AVE,"3,120",24,NORTH LAWNDALE,RT-4,Midwest,"1551 S HOMAN AVE
CHICAGO, IL
(41.859324, -87.710347)"
20-21-125-026-0000,6637,S,UNION,AVE,"8,113",6,ENGLEWOOD,RT-4,Englewood Neighborhood,"6637 S UNION AVE
CHICAGO, IL
(41.773394, -87.642632)"
20-08-123-010-0000,1237,W,49TH,PL,"3,001",20,NEW CITY,RS-3,NOT IN TIF,"1237 W 49TH PL
CHICAGO, IL
(41.804192, -87.656622)"
13-16-431-027-0000,4032,N,CICERO,AVE,128,45,PORTAGE PARK,B3-1,Irving/Cicero,"4032 N CICERO AVE
CHICAGO, IL
(41.954411, -87.747385)"
20-16-219-019-0000,5813,S,LA SALLE,ST,"3,011",20,ENGLEWOOD,RS-3,Washington Park,"5813 S LA SALLE ST
CHICAGO, IL
(41.788528, -87.629132)"
20-09-308-037-0000,5248,S,EMERALD,AVE,"2,981",20,NEW CITY,RS-3,47th/Halsted,"5248 S EMERALD AVE
CHICAGO, IL
(41.798444, -87.644034)"
20-22-230-027-0000,6632,S,EVANS,AVE,"3,178",20,WOODLAWN,RT-4,West Woodlawn,"6632 S EVANS AVE
CHICAGO, IL
(41.773894, -87.60705)"
20-17-423-070-0000,807,W,61ST,,249,16,ENGLEWOOD,B2-2,Englewood Neighborhood,"807 W 61ST
CHICAGO, IL
(41.783385, -87.645642)"
16-11-410-030-0000,3440,W,LAKE,ST,"4,300",28,EAST GARFIELD PARK,M1-3,Chicago/Central Park,"3440 W LAKE ST
CHICAGO, IL
(41.884808, -87.712873)"
16-10-330-008-0000,4533,W,WASHINGTON,BLVD,"4,372",28,WEST GARFIELD PARK,RT-4,Madison/Austin,"4533 W WASHINGTON BLVD
CHICAGO, IL
(41.881896, -87.73911)"
25-15-301-024-0000,10728,S,MICHIGAN,AVE,"4,782",9,ROSELAND,B3-2,Roseland/Michigan,"10728 S MICHIGAN AVE
CHICAGO, IL
(41.699007, -87.620925)"
20-15-311-011-0000,344,E,61,ST,"14,460",20,WASHINGTON PARK,B2-1,Washington Park,"344 E 61 ST
CHICAGO, IL
(41.783836, -87.617166)"
20-16-316-009-0000,529,W,61ST,ST,"4,077",20,ENGLEWOOD,RS-3,Englewood Neighborhood,"529 W 61ST ST
CHICAGO, IL
(41.783502, -87.638729)"
17-19-213-045-0000,1859,W,HASTINGS,ST,"3,083",28,NEAR WEST SIDE,PD 30,Western/Ogden Ind. Corridor,"1859 W HASTINGS ST
CHICAGO, IL
(41.864115, -87.673563)"
20-15-106-025-0000,323,E,55TH,PL,"3,417",20,WASHINGTON PARK,RM-5,NOT IN TIF,"323 E 55TH PL
CHICAGO, IL
(41.793913, -87.618331)"
20-23-103-007-0000,6421,S,MARYLAND,AVE,"3,692",20,WOODLAWN,RT-4,Woodlawn,"6421 S MARYLAND AVE
CHICAGO, IL
(41.777889, -87.604625)"
20-24-316-062-0000,6963,S,STONY ISLAND,AVE,"13,491",5,SOUTH SHORE,C1-2,71st/Stony Island,"6963 S STONY ISLAND AVE
CHICAGO, IL
(41.769076, -87.585958)"
20-23-113-031-0000,6542,S,DREXEL,AVE,"3,141",20,WOODLAWN,RT-4,Woodlawn,"6542 S DREXEL AVE
CHICAGO, IL
(41.775503, -87.603394)"
17-28-125-029-0000,3019,S,LOWE,AVE,"3,761",11,BRIDGEPORT,M1-2,NOT IN TIF,"3019 S LOWE AVE
CHICAGO, IL
(41.839345, -87.64266)"
25-28-101-029-0000,11912,S,UNION,AVE,"3,088",34,WEST PULLMAN,RS-3,119th/Halsted with Amendment,"11912 S UNION AVE
CHICAGO, IL
(41.677589, -87.639502)"
20-33-308-007-0000,8500,S,GIVINS,CT,"4,593",21,AUBURN GRESHAM,RS-3,NOT IN TIF,"8500 S GIVINS CT
CHICAGO, IL
(41.739499, -87.643097)"
16-15-125-024-0000,4746,W,HARRISON,ST,"3,144",24,AUSTIN,M1-2,NOT IN TIF,"4746 W HARRISON ST
CHICAGO, IL
(41.873174, -87.744295)"
20-20-219-022-0000,6500,S,MORGAN,ST,"3,140",6,ENGLEWOOD,RS-3,Englewood Neighborhood,"6500 S MORGAN ST
CHICAGO, IL
(41.775917, -87.649559)"
20-19-211-023-0000,6402,S,WOOD,ST,"3,070",15,WEST ENGLEWOOD,RS-3,63rd/Ashland,"6402 S WOOD ST
CHICAGO, IL
(41.777351, -87.66901)"
20-02-119-014-0000,829,E,42ND,PL,"5,212",4,OAKLAND,RM-5,Drexel Boulevard,"829 E 42ND PL
CHICAGO, IL
(41.817995, -87.605447)"
13-14-107-003-0000,4560,N,PULASKI,RD,"12,506",39,ALBANY PARK,B3-1,Lawrence/Pulaski,"4560 N PULASKI RD
CHICAGO, IL
(41.96441, -87.727903)"
16-15-223-004-0000,4049,W,GLADYS,AVE,"3,121",28,WEST GARFIELD PARK,RT-4,NOT IN TIF,"4049 W GLADYS AVE
CHICAGO, IL
(41.876165, -87.727394)"
20-10-111-007-0000,4833,S,CALUMET,AVE,"7,083",3,GRAND BOULEVARD,RM-5,47th/King,"4833 S CALUMET AVE
CHICAGO, IL
(41.806436, -87.618068)"
20-10-203-012-0000,4731,S,ST LAWRENCE,AVE,"3,368",4,GRAND BOULEVARD,RM-5,NOT IN TIF,"4731 S ST LAWRENCE AVE
CHICAGO, IL
(41.808938, -87.611427)"
20-09-324-029-0000,728,W,54TH,PL,"3,118",20,NEW CITY,RS-3,47th/Halsted,"728 W 54TH PL
CHICAGO, IL
(41.795268, -87.643895)"
20-02-106-015-0000,851,E,40TH,ST,"2,496",4,OAKLAND,RM-5,NOT IN TIF,"851 E 40TH ST
CHICAGO, IL
(41.821737, -87.604463)"
13-36-322-036-0000,1733,N,FRANCISCO,AVE,"5,682",1,WEST TOWN,RS-3,NOT IN TIF,"1733 N FRANCISCO AVE
CHICAGO, IL
(41.913403, -87.699155)"
16-11-412-032-0000,3205,W,LAKE,ST,"5,160",28,EAST GARFIELD PARK,C1-3,Midwest,"3205 W LAKE ST
CHICAGO, IL
(41.884429, -87.706345)"
20-16-207-015-0000,5541,S,LAFAYETTE,AVE,"2,505",3,WASHINGTON PARK,RS-3,Washington Park,"5541 S LAFAYETTE AVE
CHICAGO, IL
(41.793069, -87.626751)"
20-17-200-005-0000,1145,W,GARFIELD,BLVD,"4,128",16,ENGLEWOOD,B3-2,Englewood Neighborhood,"1145 W GARFIELD BLVD
CHICAGO, IL
(41.793822, -87.654004)"
25-17-315-013-0000,1215,W,108TH,PL,"3,734",34,MORGAN PARK,RS-3,NOT IN TIF,"1215 W 108TH PL
CHICAGO, IL
(41.696783, -87.652978)"
16-23-201-017-0000,1229,S,ST LOUIS,AVE,"3,009",24,NORTH LAWNDALE,RT-4,Midwest,"1229 S ST LOUIS AVE
CHICAGO, IL
(41.865414, -87.712948)"
20-08-308-040-0000,5252,S,JUSTINE,ST,"3,026",16,NEW CITY,RS-3,NOT IN TIF,"5252 S JUSTINE ST
CHICAGO, IL
(41.797988, -87.663463)"
16-13-217-005-0000,2647,W,JACKSON,BLVD,"1,906",28,EAST GARFIELD PARK,RT-4,Midwest,"2647 W JACKSON BLVD
CHICAGO, IL
(41.877505, -87.693163)"
20-23-403-013-0000,1534,E,67TH,PL,"4,015",5,SOUTH SHORE,RM-5,NOT IN TIF,"1534 E 67TH PL
CHICAGO, IL
(41.772404, -87.587319)"
16-13-326-034-0000,1142,S,WHIPPLE,ST,"3,103",28,NORTH LAWNDALE,RT-4,Midwest,"1142 S WHIPPLE ST
CHICAGO, IL
(41.867011, -87.702028)"
20-08-125-031-0000,5028,S,LAFLIN,ST,"2,988",20,NEW CITY,RT-4,47th/Ashland,"5028 S LAFLIN ST
CHICAGO, IL
(41.802251, -87.662364)"
20-26-124-033-0000,834,E,75TH,ST,"3,127",8,GREATER GRAND CROSSING,B3-2,NOT IN TIF,"834 E 75TH ST
CHICAGO, IL
(41.758585, -87.603933)"
16-15-216-019-0000,4307,W,JACKSON,BLVD,"3,124",28,WEST GARFIELD PARK,RT-4,NOT IN TIF,"4307 W JACKSON BLVD
CHICAGO, IL
(41.877005, -87.733224)"
16-23-311-013-0000,1833,S,AVERS,AVE,"2,907",24,NORTH LAWNDALE,RT-4,Ogden/Pulaski,"1833 S AVERS AVE
CHICAGO, IL
(41.855961, -87.721131)"
20-02-105-003-0000,4015,S,COTTAGE GROVE,AVE,"3,686",4,OAKLAND,C1-3/RM-5,NOT IN TIF,"4015 S COTTAGE GROVE AVE
CHICAGO, IL
(41.820947, -87.606808)"
20-03-422-027-0000,446,E,47TH,ST,"2,887",3,GRAND BOULEVARD,B3-1,47th/King,"446 E 47TH ST
CHICAGO, IL
(41.809448, -87.614391)"
20-18-427-022-0000,6210,S,WOOD,ST,"2,980",15,WEST ENGLEWOOD,RS-3,63rd/Ashland,"6210 S WOOD ST
CHICAGO, IL
(41.781032, -87.669095)"
16-26-103-015-0000,2227,S,AVERS,AVE,"3,145",22,SOUTH LAWNDALE,RT-4,Ogden/Pulaski,"2227 S AVERS AVE
CHICAGO, IL
(41.850731, -87.72108)"
20-03-202-012-0000,739,E,PERSHING,RD,"4,017",4,GRAND BOULEVARD,POS-2,Madden/Wells,"739 E PERSHING RD
CHICAGO, IL
(41.823979, -87.608396)"
16-12-415-031-0000,2659,W,LAKE,ST,"2,067",27,EAST GARFIELD PARK,M1-2,Kinzie Industrial Corridor,"2659 W LAKE ST
CHICAGO, IL
(41.884345, -87.693552)"
26-05-306-009-0000,9516,S,AVENUE N,,"2,987",10,EAST SIDE,PMD 6,NOT IN TIF,"9516 S AVENUE N
CHICAGO, IL
(41.722303, -87.538939)"
16-22-106-018-0000,1247,S,KILBOURN,AVE,"9,717",24,NORTH LAWNDALE,M3-3,Roosevelt-Cicero Ind. Corridor,"1247 S KILBOURN AVE
CHICAGO, IL
(41.864483, -87.737325)"
19-03-300-002-0000,4311,S,CICERO,,"12,363",22,GARFIELD RIDGE,B3-1,Midway Industrial Corridor,"4311 S CICERO
CHICAGO, IL
(41.814755, -87.743239)"
25-09-204-030-0000,9518,S,LA SALLE,ST,"3,731",21,ROSELAND,RS-2,NOT IN TIF,"9518 S LA SALLE ST
CHICAGO, IL
(41.720986, -87.62743)"
20-29-430-032-0000,838,W,79TH,ST,"2,550",17,AUBURN GRESHAM,B1-2,79th Street Corridor,"838 W 79TH ST
CHICAGO, IL
(41.750626, -87.645604)"
20-17-116-009-0000,5727,S,ASHLAND,AVE,"2,833",16,WEST ENGLEWOOD,PD 1142,63rd/Ashland,"5727 S ASHLAND AVE
CHICAGO, IL
(41.789617, -87.664397)"
20-10-306-008-0000,5135,S,CALUMET,AVE,"4,200",3,WASHINGTON PARK,RM-5,47th/State,"5135 S CALUMET AVE
CHICAGO, IL
(41.801097, -87.617724)"
20-07-305-011-0000,5160,S,HOYNE,,"3,866",16,NEW CITY,RS-3,NOT IN TIF,"5160 S HOYNE
CHICAGO, IL
(41.799767, -87.676925)"
20-17-210-014-0000,5635,S,ABERDEEN,ST,"3,367",16,ENGLEWOOD,RS-3,Englewood Neighborhood,"5635 S ABERDEEN ST
CHICAGO, IL
(41.791363, -87.652378)"
20-03-215-021-0000,741,E,41ST,ST,"1,239",4,GRAND BOULEVARD,RT-4,43rd/Cottage Grove,"741 E 41ST ST
CHICAGO, IL
(41.820371, -87.607806)"
16-10-406-038-0000,4118,W,LAKE,ST,"7,516",28,WEST GARFIELD PARK,PMD 9,Northwest Industrial Corridor,"4118 W LAKE ST
CHICAGO, IL
(41.885643, -87.727486)"
17-20-103-010-0000,1233,W,ROOSEVELT,RD,"2,052",25,NEAR WEST SIDE,PD 896,Roosevelt/Racine (ABLA),"1233 W ROOSEVELT RD
CHICAGO, IL
(41.866954, -87.658046)"
16-15-100-017-0000,4750,W,MONROE,ST,"3,962",28,AUSTIN,B3-2,Madison/Austin,"4750 W MONROE ST
CHICAGO, IL
(41.879263, -87.744698)"
20-23-220-024-0000,1442,E,MARQUETTE,RD,"5,040",5,WOODLAWN,RM-5,Woodlawn,"1442 E MARQUETTE RD
CHICAGO, IL
(41.77515, -87.589577)"
16-15-206-045-0000,114,S,KARLOV,AVE,"3,243",28,WEST GARFIELD PARK,RT-4,NOT IN TIF,"114 S KARLOV AVE
CHICAGO, IL
(41.879289, -87.728095)"
20-03-409-007-0000,506,E,45TH,ST,"10,610",3,GRAND BOULEVARD,RM-5,47th/King,"506 E 45TH ST
CHICAGO, IL
(41.813064, -87.613939)"
20-20-402-013-0000,6733,S,ABERDEEN,,"3,119",16,ENGLEWOOD,RS-3,NOT IN TIF,"6733 S ABERDEEN
CHICAGO, IL
(41.771786, -87.651893)"
20-22-212-008-0000,6421,S,ST LAWRENCE,AVE,"3,054",20,WOODLAWN,RT-4,West Woodlawn,"6421 S ST LAWRENCE AVE
CHICAGO, IL
(41.777875, -87.610737)"
16-13-112-028-0000,3124,W,JACKSON,BLVD,"3,543",28,EAST GARFIELD PARK,RM-5,Midwest,"3124 W JACKSON BLVD
CHICAGO, IL
(41.87736, -87.704577)"
20-03-217-034-0000,4143,S,VINCENNES,AVE,"1,265",4,GRAND BOULEVARD,RT-4,43rd/Cottage Grove,"4143 S VINCENNES AVE
CHICAGO, IL
(41.819037, -87.613655)"
16-22-411-015-0000,4132,W,19TH,ST,"2,704",24,NORTH LAWNDALE,PD 10,Ogden/Pulaski,"4132 W 19TH ST
CHICAGO, IL
(41.854986, -87.728531)"
21-32-205-018-0000,8447,S,BURLEY,AVE,"3,097",10,SOUTH CHICAGO,RT-4,South Chicago,"8447 S BURLEY AVE
CHICAGO, IL
(41.741564, -87.545415)"
16-02-329-005-0000,847,N,HAMLIN,AVE,"3,121",27,HUMBOLDT PARK,RS-3,Chicago/Central Park,"847 N HAMLIN AVE
CHICAGO, IL
(41.896908, -87.721242)"
16-14-113-012-0000,415,S,SPRINGFIELD,AVE,"9,621",28,WEST GARFIELD PARK,RM-5,NOT IN TIF,"415 S SPRINGFIELD AVE
CHICAGO, IL
(41.875179, -87.723016)"
20-17-415-030-0000,6048,S,HALSTED,ST,"2,947",16,ENGLEWOOD,B2-2,Englewood Neighborhood,"6048 S HALSTED ST
CHICAGO, IL
(41.783678, -87.644985)"
25-28-104-005-0000,543,W,119TH,,"2,666",34,WEST PULLMAN,B1-1,119th/Halsted with Amendment,"543 W 119TH
CHICAGO, IL
(41.677861, -87.636165)"
20-23-408-027-0000,6846,S,STONY ISLAND,AVE,"19,906",5,SOUTH SHORE,B3-3,71st/Stony Island,"6846 S STONY ISLAND AVE
CHICAGO, IL
(41.769922, -87.586243)"
20-23-107-004-0000,6317,S,GREENWOOD,AVE,"1,076",20,WOODLAWN,PD 723,Woodlawn,"6317 S GREENWOOD AVE
CHICAGO, IL
(41.779874, -87.599168)"
16-17-413-013-0000,5736,W,ROOSEVELT,RD,"39,768",29,AUSTIN,M2-2,Roosevelt-Cicero Ind. Corridor,"5736 W ROOSEVELT RD
CHICAGO, IL
(41.865555, -87.768065)"
25-16-429-004-0000,100,W,111TH,ST,"4,248",34,ROSELAND,RS-3,107th/Halsted,"100 W 111TH ST
CHICAGO, IL
(41.692552, -87.625842)"
20-17-401-036-0000,5930,S,ABERDEEN,ST,"3,104",16,ENGLEWOOD,RS-3,Englewood Neighborhood,"5930 S ABERDEEN ST
CHICAGO, IL
(41.786379, -87.652273)"
20-22-104-009-0000,6633,S,STATE,ST,"3,300",20,GREATER GRAND CROSSING,C1-2,NOT IN TIF,"6633 S STATE ST
CHICAGO, IL
(41.773491, -87.625082)"
26-17-206-018-0000,3918,E,107TH,ST,"11,463",10,EAST SIDE,POS-1,NOT IN TIF,"3918 E 107TH ST
CHICAGO, IL
(41.700882, -87.528149)"
20-29-321-031-0000,7840,S,THROOP,,"5,298",17,AUBURN GRESHAM,RT-4,NOT IN TIF,"7840 S THROOP
CHICAGO, IL
(41.751316, -87.655377)"
20-16-220-020-0000,5817,S,PERRY,AVE,"2,245",20,WASHINGTON PARK,RS-3,Washington Park,"5817 S PERRY AVE
CHICAGO, IL
(41.788335, -87.627649)"
20-08-127-039-0000,1420,W,51ST,ST,"3,101",20,NEW CITY,B3-2,47th/Ashland,"1420 W 51ST ST
CHICAGO, IL
(41.801398, -87.660784)"
20-08-415-027-0000,5312,S,MAY,,"3,110",20,NEW CITY,RS-3,NOT IN TIF,"5312 S MAY
CHICAGO, IL
(41.797618, -87.653714)"
25-15-223-039-0000,400,E,107TH,ST,"9,385",9,ROSELAND,B3-2,NOT IN TIF,"400 E 107TH ST
CHICAGO, IL
(41.700012, -87.613245)"
16-09-411-021-0000,222,N,LA CROSSE,AVE,"2,501",28,AUSTIN,RT-4,NOT IN TIF,"222 N LA CROSSE AVE
CHICAGO, IL
(41.88523, -87.746636)"
16-15-120-023-0000,323,S,KILBOURN,AVE,"2,722",28,WEST GARFIELD PARK,RT-4,NOT IN TIF,"323 S KILBOURN AVE
CHICAGO, IL
(41.876208, -87.73778)"
16-11-213-041-0000,612,N,SPAULDING,AVE,"6,003",27,HUMBOLDT PARK,RS-3,Chicago/Central Park,"612 N SPAULDING AVE
CHICAGO, IL
(41.892265, -87.708891)"
16-15-223-027-0000,4046,W,VAN BUREN,ST,"3,122",28,WEST GARFIELD PARK,RT-4,NOT IN TIF,"4046 W VAN BUREN ST
CHICAGO, IL
(41.875257, -87.727266)"
25-25-200-023-0000,12255,S,PAXTON,AVE,"3,126",10,SOUTH DEERING,M3-3,Lake Calumet Ind. Corridor,"12255 S PAXTON AVE
CHICAGO, IL
(41.671998, -87.569121)"
20-33-101-012-0000,7925,S,EMERALD,AVE,"4,739",17,AUBURN GRESHAM,RS-3,NOT IN TIF,"7925 S EMERALD AVE
CHICAGO, IL
(41.749926, -87.642809)"
20-07-409-047-0000,5258,S,WOLCOTT,AVE,"3,007",16,NEW CITY,RS-3,NOT IN TIF,"5258 S WOLCOTT AVE
CHICAGO, IL
(41.797779, -87.671978)"
20-04-416-010-0000,4453,S,PRINCETON,AVE,"2,947",3,FULLER PARK,RS-3,47th/Halsted,"4453 S PRINCETON AVE
CHICAGO, IL
(41.813066, -87.633467)"
20-05-101-025-0000,3900,S,RACINE,AVE,"345,663",11,NEW CITY,PMD 8,NOT IN TIF,"3900 S RACINE AVE
CHICAGO, IL
(41.823234, -87.655939)"
20-19-422-003-0000,1653,W,69TH,ST,"3,126",17,WEST ENGLEWOOD,B3-1,NOT IN TIF,"1653 W 69TH ST
CHICAGO, IL
(41.768531, -87.665929)"
20-09-419-017-0000,5306,S,LA SALLE,ST,"2,086",3,FULLER PARK,M1-2,NOT IN TIF,"5306 S LA SALLE ST
CHICAGO, IL
(41.796867, -87.62953)"
16-10-315-005-0000,4648,W,MAYPOLE,AVE,"2,707",28,AUSTIN,M1-2,NOT IN TIF,"4648 W MAYPOLE AVE
CHICAGO, IL
(41.884488, -87.742142)"
20-08-129-045-0000,1304,W,51ST,ST,"3,101",20,NEW CITY,B3-2,NOT IN TIF,"1304 W 51ST ST
CHICAGO, IL
(41.801436, -87.657811)"
26-05-102-010-0000,8825,S,BURLEY,AVE,"3,508",10,SOUTH CHICAGO,RT-4,South Chicago,"8825 S BURLEY AVE
CHICAGO, IL
(41.734846, -87.545752)"
16-14-108-002-0000,3947,W,JACKSON,BLVD,"7,477",28,WEST GARFIELD PARK,RM-5/B3-2,Madison/Austin,"3947 W JACKSON BLVD
CHICAGO, IL
(41.877108, -87.724911)"
25-02-415-038-0000,9352,S,KENWOOD,AVE,"4,105",8,BURNSIDE,RS-3,NOT IN TIF,"9352 S KENWOOD AVE
CHICAGO, IL
(41.724551, -87.590999)"
20-17-305-018-0000,5935,S,ADA,ST,"3,120",16,WEST ENGLEWOOD,RS-3,NOT IN TIF,"5935 S ADA ST
CHICAGO, IL
(41.785762, -87.658314)"
16-23-420-039-0000,1948,S,SPAULDING,AVE,"4,369",24,NORTH LAWNDALE,RT-4,Ogden/Pulaski,"1948 S SPAULDING AVE
CHICAGO, IL
(41.853993, -87.707737)"
20-03-419-054-0000,4550,S,EVANS,AVE,"3,329",4,GRAND BOULEVARD,RT-4,43rd/Cottage Grove,"4550 S EVANS AVE
CHICAGO, IL
(41.811676, -87.608239)"
16-12-416-016-0000,2515,W,LAKE,ST,"2,502",27,NEAR WEST SIDE,PMD 4,Kinzie Industrial Corridor,"2515 W LAKE ST
CHICAGO, IL
(41.884519, -87.689188)"
20-26-104-024-0000,7106,S,GREENWOOD,,"3,075",5,GREATER GRAND CROSSING,RS-3,73rd & University,"7106 S GREENWOOD
CHICAGO, IL
(41.765597, -87.59828)"
25-25-200-012-0000,12227,S,PAXTON,AVE,"3,137",10,SOUTH DEERING,M3-3,Lake Calumet Ind. Corridor,"12227 S PAXTON AVE
CHICAGO, IL
(41.672645, -87.569478)"
26-05-113-023-0000,9118,S,MACKINAW,AVE,"3,527",10,SOUTH CHICAGO,RT-4,South Chicago,"9118 S MACKINAW AVE
CHICAGO, IL
(41.729567, -87.542956)"
16-15-211-028-0000,4048,W,ADAMS,ST,"3,036",28,WEST GARFIELD PARK,RT-4,NOT IN TIF,"4048 W ADAMS ST
CHICAGO, IL
(41.877967, -87.727468)"
16-23-211-033-0000,3304,W,DOUGLAS,BLVD,"5,120",24,NORTH LAWNDALE,RT-4,Midwest,"3304 W DOUGLAS BLVD
CHICAGO, IL
(41.862925, -87.708252)"
26-05-108-031-0000,9034,S,BUFFALO,AVE,"3,516",10,SOUTH CHICAGO,RS-3,South Chicago,"9034 S BUFFALO AVE
CHICAGO, IL
(41.730958, -87.544293)"
20-23-107-008-0000,6327,S,GREENWOOD,,"3,184",20,WOODLAWN,PD 723,Woodlawn,"6327 S GREENWOOD
CHICAGO, IL
(41.779595, -87.599158)"
16-13-100-015-0000,3107,W,MADISON,ST,"1,794",28,EAST GARFIELD PARK,PD 296,Midwest,"3107 W MADISON ST
CHICAGO, IL
(41.881026, -87.70329)"
20-21-415-017-0000,154,W,70TH,,"2,255",6,GREATER GRAND CROSSING,RS-3,67th/Wentworth,"154 W 70TH
CHICAGO, IL
(41.767264, -87.629087)"
20-08-125-038-0000,1522,W,51ST,ST,"6,126",20,NEW CITY,B3-2,47th/Ashland,"1522 W 51ST ST
CHICAGO, IL
(41.801362, -87.663375)"
26-05-103-017-0000,8841,S,BUFFALO,AVE,"3,517",10,SOUTH CHICAGO,RT-3.5,South Chicago,"8841 S BUFFALO AVE
CHICAGO, IL
(41.734367, -87.544385)"
16-15-417-027-0000,4140,W,TAYLOR,ST,"6,482",24,WEST GARFIELD PARK,M1-1,Midwest,"4140 W TAYLOR ST
CHICAGO, IL
(41.86905, -87.728744)"
25-34-406-025-0000,13448,S,MARYLAND,AVE,"5,288",9,RIVERDALE,RS-2,NOT IN TIF,"13448 S MARYLAND AVE
CHICAGO, IL
(41.650336, -87.601043)"
17-32-300-107-0000,3500,S,RACINE,AVE,"206,853",11,BRIDGEPORT,PMD 8,35th/Halsted,"3500 S RACINE AVE
CHICAGO, IL
(41.829664, -87.655675)"
16-11-308-011-0000,3835,W,MAYPOLE,AVE,"4,754",28,WEST GARFIELD PARK,RM-5,NOT IN TIF,"3835 W MAYPOLE AVE
CHICAGO, IL
(41.884078, -87.722374)"
16-04-428-007-0000,4841,W,IOWA,ST,"1,480",37,AUSTIN,RS-3,NOT IN TIF,"4841 W IOWA ST
CHICAGO, IL
(41.896826, -87.747493)"
25-29-201-014-0000,905,W,119TH,ST,"3,123",34,WEST PULLMAN,PMD 10,NOT IN TIF,"905 W 119TH ST
CHICAGO, IL
(41.677798, -87.644614)"
21-31-408-041-0000,8419,S,BAKER,AVE,"4,658",10,SOUTH CHICAGO,RT-4A,South Chicago,"8419 S BAKER AVE
CHICAGO, IL
(41.741585, -87.547217)"
16-12-308-025-0000,3152,W,WALNUT,ST,"3,383",27,EAST GARFIELD PARK,B3-2,Kinzie Industrial Corridor,"3152 W WALNUT ST
CHICAGO, IL
(41.885425, -87.705105)"
16-14-303-003-0000,617,S,INDEPENDENCE,,"2,111",24,EAST GARFIELD PARK,B3-3,Midwest,"617 S INDEPENDENCE
CHICAGO, IL
(41.873382, -87.71974)"
20-08-409-045-0000,5254,S,ABERDEEN,ST,"3,108",20,NEW CITY,RS-3,NOT IN TIF,"5254 S ABERDEEN ST
CHICAGO, IL
(41.798046, -87.65256)"
20-19-429-005-0000,7011,S,HERMITAGE,AVE,"3,127",17,WEST ENGLEWOOD,RS-3,NOT IN TIF,"7011 S HERMITAGE AVE
CHICAGO, IL
(41.766309, -87.667495)"
20-16-206-015-0000,5529,S,PERRY,AVE,"2,459",3,WASHINGTON PARK,RS-3,Washington Park,"5529 S PERRY AVE
CHICAGO, IL
(41.793365, -87.627767)"
20-09-416-020-0000,5363,S,SHIELDS,AVE,"4,138",3,FULLER PARK,RS-3,47th/Halsted,"5363 S SHIELDS AVE
CHICAGO, IL
(41.796364, -87.634238)"
20-30-215-018-0000,7243,S,MARSHFIELD,AVE,"3,115",17,WEST ENGLEWOOD,RS-2,NOT IN TIF,"7243 S MARSHFIELD AVE
CHICAGO, IL
(41.761787, -87.664964)"
20-17-327-041-0000,1434,W,63RD,ST,"5,147",16,WEST ENGLEWOOD,PD 911,63rd/Ashland,"1434 W 63RD ST
CHICAGO, IL
(41.779533, -87.660771)"
17-19-210-009-0000,1739,W,13TH,ST,"2,972",28,NEAR WEST SIDE,PD 30,Western/Ogden Ind. Corridor,"1739 W 13TH ST
CHICAGO, IL
(41.865026, -87.669613)"
20-28-210-019-0000,7210,S,YALE,AVE,"6,211",6,GREATER GRAND CROSSING,RT-4,NOT IN TIF,"7210 S YALE AVE
CHICAGO, IL
(41.763167, -87.63096)"
20-20-223-021-0000,6504,S,HALSTED,ST,"2,951",20,ENGLEWOOD,B3-2,Englewood Neighborhood,"6504 S HALSTED ST
CHICAGO, IL
(41.775965, -87.644768)"
17-20-116-009-0000,1421,S,ASHLAND,AVE,"3,000",28,NEAR WEST SIDE,PD 896,Roosevelt/Racine (ABLA),"1421 S ASHLAND AVE
CHICAGO, IL
(41.862622, -87.666199)"
20-06-100-122-0000,2005,W.,PERSHING,RD,"1,592",12,NEW CITY,M2-3,35th/Halsted,"2005 W PERSHING RD
CHICAGO, IL
(41.823167, -87.675813)"
16-09-220-035-0000,4926,W,RACE,AVE,"6,118",37,AUSTIN,RS-3,NOT IN TIF,"4926 W RACE AVE
CHICAGO, IL
(41.890444, -87.749145)"
16-15-132-019-0000,521,S,KILBOURN,AVE,"6,345",28,WEST GARFIELD PARK,M1-2,NOT IN TIF,"521 S KILBOURN AVE
CHICAGO, IL
(41.873517, -87.737668)"
20-20-408-010-0000,6823,S,RACINE,AVE,"3,127",16,ENGLEWOOD,RS-3,NOT IN TIF,"6823 S RACINE AVE
CHICAGO, IL
(41.770097, -87.654262)"
25-02-312-039-0000,1050,E,93RD,ST,"4,692",8,BURNSIDE,B3-1,NOT IN TIF,"1050 E 93RD ST
CHICAGO, IL
(41.725803, -87.597762)"
20-20-309-014-0000,6833,S,JUSTINE,ST,"3,127",16,WEST ENGLEWOOD,RS-3,NOT IN TIF,"6833 S JUSTINE ST
CHICAGO, IL
(41.76939, -87.662761)"
20-10-122-012-0000,5016,S,CALUMET,AVE,"5,156",3,GRAND BOULEVARD,RM-5,47th/King,"5016 S CALUMET AVE
CHICAGO, IL
(41.803623, -87.618008)"
20-17-227-013-0000,5839,S,CARPENTER,ST,"3,129",16,ENGLEWOOD,RS-3,Englewood Neighborhood,"5839 S CARPENTER ST
CHICAGO, IL
(41.787584, -87.651031)"
